Date,Price,Open,High,Low,Vol.,Change %
Jul 01 2013,7983.92,8000.02,8023.15,7890.28,96.72M,0.31%
Jul 02 2013,7910.77,7988.92,7988.96,7873.97,96.76M,-0.92%
Jul 03 2013,7829.32,7841.18,7841.87,7730.37,115.95M,-1.03%
Jul 04 2013,7994.31,7877.91,8015.08,7863.76,119.38M,2.11%
Jul 05 2013,7806.00,8010.44,8031.71,7805.36,116.27M,-2.36%
Jul 08 2013,7968.54,7865.92,8015.21,7848.14,79.57M,2.08%
Jul 09 2013,8057.75,8021.13,8086.95,8005.73,82.86M,1.12%
Jul 10 2013,8066.48,8056.51,8081.21,7990.65,75.95M,0.11%
Jul 11 2013,8158.80,8163.56,8176.70,8130.48,81.26M,1.14%
Jul 12 2013,8212.77,8192.91,8244.13,8178.20,87.87M,0.66%
Jul 15 2013,8234.81,8237.92,8271.38,8211.42,67.64M,0.27%
Jul 16 2013,8201.05,8251.51,8252.25,8178.19,68.67M,-0.41%
Jul 17 2013,8254.72,8216.70,8269.22,8137.53,71.75M,0.65%
Jul 18 2013,8337.09,8239.38,8337.20,8215.66,79.51M,1.00%
Jul 19 2013,8331.57,8299.01,8336.87,8284.36,119.92M,-0.07%
Jul 22 2013,8331.06,8343.28,8374.47,8310.29,73.05M,-0.01%
Jul 23 2013,8314.23,8358.62,8365.98,8306.60,80.77M,-0.20%
Jul 24 2013,8379.11,8325.06,8415.33,8318.48,88.49M,0.78%
Jul 25 2013,8298.98,8349.52,8356.88,8265.14,96.06M,-0.96%
Jul 26 2013,8244.91,8341.78,8362.04,8217.26,75.42M,-0.65%
Jul 29 2013,8259.03,8307.12,8324.15,8245.53,67.36M,0.17%
Jul 30 2013,8271.02,8302.14,8333.95,8256.40,135.63M,0.15%
Jul 31 2013,8275.97,8235.22,8295.56,8213.36,113.06M,0.06%
Aug 01 2013,8410.73,8320.38,8411.30,8316.89,97.99M,1.63%
Aug 02 2013,8406.94,8428.58,8431.67,8376.28,73.39M,-0.05%
Aug 05 2013,8398.38,8416.11,8435.32,8367.34,62.90M,-0.10%
Aug 06 2013,8299.73,8387.93,8435.49,8267.98,122.12M,-1.17%
Aug 07 2013,8260.48,8265.33,8281.52,8228.11,78.95M,-0.47%
Aug 08 2013,8318.32,8256.40,8341.44,8252.46,145.60M,0.70%
Aug 09 2013,8338.31,8332.53,8374.59,8286.41,89.03M,0.24%
Aug 12 2013,8359.25,8341.96,8371.16,8238.86,82.33M,0.25%
Aug 13 2013,8415.76,8395.82,8444.52,8383.23,95.30M,0.68%
Aug 14 2013,8438.12,8424.88,8457.05,8400.75,80.10M,0.27%
Aug 15 2013,8376.29,8418.94,8422.03,8307.98,72.73M,-0.73%
Aug 16 2013,8391.94,8348.42,8402.30,8330.33,85.75M,0.19%
Aug 19 2013,8366.29,8395.02,8395.41,8329.00,59.79M,-0.31%
Aug 20 2013,8300.03,8294.87,8319.82,8246.19,84.50M,-0.79%
Aug 21 2013,8285.41,8301.06,8310.68,8268.42,65.97M,-0.18%
Aug 22 2013,8397.89,8289.30,8425.26,8283.77,80.63M,1.36%
Aug 23 2013,8416.99,8398.28,8438.44,8360.23,67.69M,0.23%
Aug 26 2013,8435.15,8424.07,8437.75,8386.05,42.82M,0.22%
Aug 27 2013,8242.56,8378.93,8423.78,8242.56,106.54M,-2.28%
Aug 28 2013,8157.90,8202.86,8219.26,8094.22,97.80M,-1.03%
Aug 29 2013,8194.55,8189.02,8199.29,8129.99,69.82M,0.45%
Aug 30 2013,8103.15,8197.72,8201.49,8101.95,86.45M,-1.12%
Sep 02 2013,8243.87,8224.34,8268.73,8211.03,66.69M,1.74%
Sep 03 2013,8180.71,8259.37,8264.72,8142.86,88.28M,-0.77%
Sep 04 2013,8195.92,8201.56,8206.87,8095.91,84.77M,0.19%
Sep 05 2013,8234.98,8205.56,8257.73,8165.36,96.65M,0.48%
Sep 06 2013,8275.67,8222.21,8295.81,8174.32,124.85M,0.49%
Sep 09 2013,8276.32,8275.01,8310.37,8246.77,76.36M,0.01%
Sep 10 2013,8446.54,8357.69,8464.25,8350.42,125.31M,2.06%
Sep 11 2013,8495.73,8453.32,8502.79,8446.69,106.15M,0.58%
Sep 12 2013,8494.00,8509.49,8516.98,8466.61,102.39M,-0.02%
Sep 13 2013,8509.42,8461.31,8518.18,8456.84,76.22M,0.18%
Sep 16 2013,8613.00,8599.65,8626.11,8578.01,87.86M,1.22%
Sep 17 2013,8596.95,8595.56,8613.89,8585.04,81.36M,-0.19%
Sep 18 2013,8636.06,8617.45,8645.90,8594.65,75.77M,0.45%
